연도,유동자산,유동부채,유동비율 (%)
2015,4777741157180,5420647362047,88.14
2016,4523869264617,4962982134243,91.15
2017,4222467067272,4894190220711,86.28
2018,5012470672605,5132515562868,97.66
2019,5322649532271,5831012387511,91.28
2020,4958364766066,5251125587174,94.42
2021,6073959931089,5787889702101,104.94
2022,8573295434667,6808491430423,125.92
2023,8704888457154,7688753631478,113.22
