연도,유동자산,유동부채,유동비율 (%)
2015,1239297510542,1285580124671,96.4
2016,1511133286259,1362369307140,110.92
2017,1803525144813,1890070241317,95.42
2018,2180844614750,2614012911832,83.43
2019,2322199311011,2508694254095,92.57
2020,2538547347452,2807606983722,90.42
2021,2348222541961,2448916060807,95.89
2022,2956459492592,3108759801795,95.1
2023,2488306558137,2622292399933,94.89
