연도,유동자산,유동부채,유동비율 (%)
2015,2729971297487,1768254033682,154.39
2016,2812408878493,2043155149815,137.65
2017,2478798088379,2454109697101,101.01
2018,3525293145703,2509584012607,140.47
2019,3507524565226,1850405466232,189.55
2020,4150302651523,1914879973834,216.74
2021,4598268758747,2234656820846,205.77
2022,4888318770849,2525123479970,193.59
2023,5208418321146,2900459629423,179.57
