연도,유동자산,유동부채,유동비율 (%)
2015,,,
2016,,,
2017,2918402600651.0,501257639479.0,582.22
2018,2590626108927.0,587005423684.0,441.33
2019,2560116032177.0,664572159821.0,385.23
2020,1820718616639.0,1633501786216.0,111.46
2021,1962570156096.0,3056208603922.0,64.22
2022,997344674257.0,2293992289893.0,43.48
2023,905788023108.0,1905547737533.0,47.53
