연도,유동자산,유동부채,유동비율 (%)
2015,1788890417386,1295457183577,138.09
2016,2084430551179,1733744758834,120.23
2017,2734483836421,2497247026303,109.5
2018,2233328060591,1584398430099,140.96
2019,2530944169760,2046234453957,123.69
2020,3161799525105,2284222240450,138.42
2021,4113364037891,3310267874012,124.26
2022,4713796330744,4270416742099,110.38
2023,5349008000000,4219145000000,126.78
