연도,유동자산,유동부채,유동비율 (%)
2015,1096837396892,665750829834,164.75
2016,1240249662127,610253362180,203.24
2017,1614033788024,616781029714,261.69
2018,1664281326370,678087471395,245.44
2019,1785115919500,657225837904,271.61
2020,2516494911747,1056766920798,238.13
2021,3074470613879,1210479664348,253.99
2022,2929792463759,1294097736489,226.4
2023,5009357806990,2470579210688,202.76
