연도,유동자산,유동부채,유동비율 (%)
2015,2639382642000,1683655879000,156.76
2016,4199933246655,1803925551271,232.82
2017,4784227776883,2302730294235,207.76
2018,5385569586465,2619671652587,205.58
2019,5643714459664,3773118830740,149.58
2020,10544659200319,7911751492331,133.28
2021,5527878425552,3923319146652,140.9
2022,6439570710743,5480633710849,117.5
2023,7028076457880,6305568632198,111.46
