연도,유동자산,유동부채,유동비율 (%)
2015,430392672685,337109188136,127.67
2016,329993311462,304714505065,108.3
2017,261257660952,244589839974,106.81
2018,244457071009,227222088603,107.59
2019,217079375211,228188314551,95.13
2020,215727154694,220113062830,98.01
2021,222559162969,220995450190,100.71
2022,245348143574,347726498635,70.56
2023,273900397168,395202031620,69.31
