연도,유동자산,유동부채,유동비율 (%)
2015,284282178799,190330815898,149.36
2016,261886650024,163906229730,159.78
2017,291705169187,185931799018,156.89
2018,295480327366,178635115633,165.41
2019,270996293136,163018387760,166.24
2020,289902306999,175699471980,165.0
2021,302953273394,189641476865,159.75
2022,291063634901,183249589773,158.83
2023,304508552140,187621150645,162.3
