연도,유동자산,유동부채,유동비율 (%)
2015,,,
2016,,,
2017,,,
2018,,,
2019,,,
2020,1751347247953.0,589300919466.0,297.19
2021,2823175325351.0,1107294649465.0,254.96
2022,6457656567077.0,4181541561220.0,154.43
2023,5521987756539.0,4157860817418.0,132.81
