연도,유동자산,유동부채,유동비율 (%)
2015,6943581894000,7684516234000,90.36
2016,7855955000000,8662186804000,90.69
2017,8160114546000,9363258715000,87.15
2018,8867107695000,10998410550000,80.62
2019,10638224744000,12283359396000,86.61
2020,11077496820000,11422602369000,96.98
2021,12020596817000,12546083570000,95.81
2022,15143819806000,16950325414000,89.34
2023,13668165559000,15182706675000,90.02
