연도,유동자산,유동부채,유동비율 (%)
2015,9760030000000,4840698000000,201.62
2016,9838982000000,4160849000000,236.47
2017,17310444000000,8116133000000,213.28
2018,19894146000000,13031852000000,152.66
2019,14457602000000,7874033000000,183.61
2020,16570953000000,9072360000000,182.65
2021,26870451000000,14769356000000,181.93
2022,28733332000000,19843696000000,144.8
2023,30468100000000,21007810000000,145.03
