연도,유동자산,유동부채,유동비율 (%)
2015,95653186917,35811422816,267.1
2016,114577041549,45916715797,249.53
2017,123268763631,53235808371,231.55
2018,153924628373,100012439479,153.91
2019,133213555402,48218831947,276.27
2020,134355959053,79052287381,169.96
2021,137523406868,101584298554,135.38
2022,200297138533,133279908060,150.28
2023,219266361301,108140102142,202.76
