연도,유동자산,유동부채,유동비율 (%)
2015,14228424000000,8575299000000,165.92
2016,14937924000000,8749576000000,170.73
2017,13249840000000,7219038000000,183.54
2018,13336768000000,6860875000000,194.39
2019,13171993000000,6770867000000,194.54
2020,13398943000000,6467725000000,207.17
2021,14526404000000,7613217000000,190.81
2022,15516744000000,8757397000000,177.18
2023,18613430000000,10356647000000,179.72
