연도,유동자산,유동부채,유동비율 (%)
2015,12842183353000,7494013739000,171.37
2016,14987716062000,8736546528000,171.55
2017,16219198623000,9954797442000,162.93
2018,16752415052000,8940623415000,187.37
2019,17352776869000,10456380735000,165.95
2020,13295062788000,11014841497000,120.7
2021,21481684513000,14512449137000,148.02
2022,31966675885000,27557209671000,116.0
2023,33279589404000,29399178862000,113.2
