연도,유동자산,유동부채,유동비율 (%)
2015,1145121146310,673621349463,169.99
2016,840741792536,544144964315,154.51
2017,658090966249,639175466945,102.96
2018,564093421408,434972757284,129.68
2019,662204137165,471803221795,140.36
2020,614373230636,533451265754,115.17
2021,703961594241,648938236072,108.48
2022,694158250909,676748302732,102.57
2023,730623667543,704762991483,103.67
