연도,유동자산,유동부채,유동비율 (%)
2015,12323751612254,14279681899468,86.3
2016,10768750103877,13440314391609,80.12
2017,10835444842845,13784876149874,78.6
2018,11581185618507,13334383547399,86.85
2019,11008912806826,16306253371339,67.51
2020,12598323857273,15808245254046,79.69
2021,9895281692159,12006449215983,82.42
2022,9526315384836,9478485386427,100.5
2023,11446327758199,11438852161739,100.07
