연도,유동자산,유동부채,유동비율 (%)
2015,588737539752,1906777083145,30.88
2016,987527215441,2434987519798,40.56
2017,1269096586270,2892094354108,43.88
2018,1836907052769,3244847596549,56.61
2019,1831162510643,3172981441431,57.71
2020,1663735640966,3608998501495,46.1
2021,1910371465465,3570536290009,53.5
2022,2653727735541,4849923550154,54.72
2023,2673702766608,4943859336449,54.08
