연도,유동자산,유동부채,유동비율 (%)
2015,5160242000000,5256493000000,98.17
2016,5996628000000,6444099000000,93.06
2017,6201799000000,7109123000000,87.24
2018,7958839000000,6847557000000,116.23
2019,8102294000000,7787722000000,104.04
2020,8775086000000,8177967000000,107.3
2021,6352665000000,6960435000000,91.27
2022,7219196000000,8046541000000,89.72
2023,6585602000000,6993980000000,94.16
