연도,유동자산,유동부채,유동비율 (%)
2015,2901087774203,1075502717874,269.74
2016,2727340182339,1142297354761,238.76
2017,2770159376764,872936263226,317.34
2018,2923003849049,1056825625579,276.58
2019,2980268989961,1203454950037,247.64
2020,4159137737841,1757368202353,236.67
2021,4360101909469,2177726399198,200.21
2022,2526145050706,1870885565853,135.02
2023,2081259893738,1845575953952,112.77
