연도,유동자산,유동부채,유동비율 (%)
2015,12469315864941,15074383088757,82.72
2016,13338032506951,14704948364331,90.7
2017,12248547740964,14458305947005,84.72
2018,13671291829533,13016831196271,105.03
2019,11753694780360,10929358012187,107.54
2020,12900558536675,10888458895923,118.48
2021,15144027183146,11875536780965,127.52
2022,20312841472941,16413402987394,123.76
2023,18977560736022,14759071583172,128.58
