연도,유동자산,유동부채,유동비율 (%)
2015,4346329921000,3918406515000,110.92
2016,4680973413000,4304684952000,108.74
2017,5047538493000,4937907785000,102.22
2018,5980170931000,5421081019000,110.31
2019,5032320679000,3561239530000,141.31
2020,4764575099000,3397363219000,140.24
2021,7155183542000,5669339170000,126.21
2022,7319472229000,5487439570000,133.39
2023,8077259886000,6275479255000,128.71
