연도,유동자산,유동부채,유동비율 (%)
2015,1912706000000,921442000000,207.58
2016,2023912000000,939910000000,215.33
2017,1974524973218,1207795312368,163.48
2018,2409543952757,1667807800725,144.47
2019,2654780535569,2202891767366,120.51
2020,3152282137645,2623416808808,120.16
2021,3680987114670,2800069609107,131.46
2022,5389183373767,5055361234345,106.6
2023,4680966964634,4400307820313,106.38
