연도,유동자산,유동부채,유동비율 (%)
2015,15924838000000,8290621000000,192.08
2016,18263133000000,8833409000000,206.75
2017,18217814000000,7893236000000,230.8
2018,19720482000000,8242176000000,239.26
2019,21504648000000,8962268000000,239.95
2020,22902943000000,10082189000000,227.16
2021,23552362000000,10076987000000,233.72
2022,25659721000000,11476170000000,223.59
2023,25565154000000,12052826000000,212.11
