연도,유동자산,유동부채,유동비율 (%)
2015,6666847614070,6657440588526,100.14
2016,6794973724870,6813114744937,99.73
2017,7863495599728,6707217618490,117.24
2018,8769002687562,6702510183900,130.83
2019,9578737698343,6420343347706,149.19
2020,9934768948051,6072727118058,163.6
2021,12775842710567,7466844695256,171.1
2022,13191046262816,8119176425020,162.47
2023,11953568810846,7984156916980,149.72
