연도,유동자산,유동부채,유동비율 (%)
2015,149349688128.0,112489636136.0,132.77
2016,171842934086.0,72387459628.0,237.39
2017,211106672431.0,124290302673.0,169.85
2018,199960535777.0,145034436191.0,137.87
2019,188855498437.0,149138502285.0,126.63
2020,230954114698.0,184926886280.0,124.89
2021,,,
2022,,,
2023,,,
