연도,유동자산,유동부채,유동비율 (%)
2015,256000406691,296275709163,86.41
2016,396245698879,383957070737,103.2
2017,500342580220,522064323901,95.84
2018,595770003667,650447545935,91.59
2019,618284149917,716394132114,86.31
2020,622616678043,718087653423,86.7
2021,792234582900,787663555399,100.58
2022,737152717216,811975090337,90.79
2023,821629081841,873814217416,94.03
