연도,유동자산,유동부채,유동비율 (%)
2015,3845288985116,1389914521872,276.66
2016,4548447652839,1347385059482,337.58
2017,5117498574866,1324862538584,386.27
2018,5881776287021,1574796377567,373.49
2019,6383846734777,1698187475543,375.92
2020,6581153129017,1720756826228,382.46
2021,7575968337003,2370289617955,319.62
2022,8005764371670,2493322920021,321.09
2023,8160300292307,2391861435547,341.17
