연도,유동자산,유동부채,유동비율 (%)
2015,18390784000000,14579485000000,126.14
2016,20912221000000,16246900000000,128.72
2017,21642079000000,15323019000000,141.24
2018,19711791000000,14834739000000,132.88
2019,21555416000000,17276646000000,124.77
2020,26093382000000,21097589000000,123.68
2021,29205483000000,21562636000000,135.44
2022,34147147000000,25377803000000,134.56
2023,37466302000000,25674105000000,145.93
