연도,유동자산,유동부채,유동비율 (%)
2015,1946287000000,2362339000000,82.39
2016,2472848000000,3770931000000,65.58
2017,2874908000000,4450670000000,64.59
2018,3285134000000,4568776000000,71.9
2019,3117465000000,4789648000000,65.09
2020,3436836000000,3997764000000,85.97
2021,5388853000000,5501784000000,97.95
2022,5978612000000,6527808000000,91.59
2023,5982341000000,6573930000000,91.0
