연도,유동자산,유동부채,유동비율 (%)
2015,16397613000000,14779691000000,110.95
2016,16990563000000,15744364000000,107.92
2017,19194969000000,17536470000000,109.46
2018,19362854000000,17135029000000,113.0
2019,19753485000000,17657916000000,111.87
2020,23239420000000,20207492000000,115.0
2021,27487763000000,23619899000000,116.38
2022,27488228000000,22332549000000,123.09
2023,30341209000000,24160380000000,125.58
