연도,유동자산,유동부채,유동비율 (%)
2015,29765131000000,25919322000000,114.84
2016,32450042000000,28716610000000,113.0
2017,35198911000000,31368049000000,112.21
2018,37128397000000,30007832000000,123.73
2019,40029148000000,35563137000000,112.56
2020,38052297000000,37212697000000,102.26
2021,49193206000000,44974859000000,109.38
2022,64993579000000,63053204000000,103.08
2023,64834622000000,65353291000000,99.21
