연도,유동자산,유동부채,유동비율 (%)
2015,2537906166030,390034947933,650.69
2016,2894550311839,536772600972,539.25
2017,3669853352447,606533185419,605.05
2018,3965909725715,538439985665,736.56
2019,4597942700017,704279137809,652.86
2020,4912869202998,1118415592360,439.27
2021,5689044210643,1770527531625,321.32
2022,6071090869900,2319116608598,261.78
2023,5571656932735,1902819300929,292.81
