연도,유동자산,유동부채,유동비율 (%)
2015,,,
2016,1937531409865.0,1171403016294.0,165.4
2017,2799196952630.0,993344255841.0,281.8
2018,2793376737397.0,1279135244148.0,218.38
2019,2666271286380.0,1071072269299.0,248.93
2020,3498862210765.0,1657774266404.0,211.06
2021,3702741975438.0,1644212855879.0,225.2
2022,4275666426175.0,2244902059831.0,190.46
2023,,,
