연도,유동자산,유동부채,유동비율 (%)
2015,340249727010,275440815777,123.53
2016,345655947295,286651930590,120.58
2017,430275510330,343091167114,125.41
2018,497711451103,413589828777,120.34
2019,408231962846,407502162976,100.18
2020,208325755978,173261821793,120.24
2021,166208050303,172522848891,96.34
2022,270540219474,232758647249,116.23
2023,446957657864,370078106352,120.77
