연도,유동자산,유동부채,유동비율 (%)
2015,4011888408000,4335743182000,92.53
2016,4874197575000,4699232648000,103.72
2017,4959963993000,5496914149000,90.23
2018,5520191585000,6680407860000,82.63
2019,7433652074000,8202238119000,90.63
2020,7431380404000,7082673561000,104.92
2021,7695894684000,7915867743000,97.22
2022,9759274570000,9749512896000,100.1
2023,8673140890000,9121901459000,95.08
