연도,유동자산,유동부채,유동비율 (%)
2015,5405499989622,2146107848882,251.87
2016,5851675895722,3448810302356,169.67
2017,8225469338408,3790891299787,216.98
2018,8143917538954,3961420261244,205.58
2019,7220858878213,2740030326653,263.53
2020,6876462666084,2867690834694,239.79
2021,9430722837199,4579148533317,205.95
2022,9466179970506,6384043035475,148.28
2023,9814399965942,6523537562714,150.45
