연도,유동자산,유동부채,유동비율 (%)
2015,1993515866227,1430928432568,139.32
2016,2150982028475,1463430182446,146.98
2017,2241264132094,1299490306773,172.47
2018,2859201102970,1867112059528,153.13
2019,2922368562593,2091463307171,139.73
2020,3464679677184,2718385976786,127.45
2021,3551728480357,2813484247466,126.24
2022,4194764703068,4021078315367,104.32
2023,3696903747606,3576141197593,103.38
