연도,영업이익,매출액,영업이익률 (%)
2015,6374153344.0,42799356327.0,14.89
2016,-15004816178.0,80707818074.0,-18.59
2017,8670525737.0,123466409989.0,7.02
2018,3569376313.0,132727504152.0,2.69
2019,14735270455.0,138776340982.0,10.62
2020,23629562504.0,140466170406.0,16.82
2021,,,
2022,,,
2023,,,
