연도,영업이익,매출액,영업이익률 (%)
2015,237466377634,88963242761,266.93
2016,328762462165,158456941728,207.48
2017,585018961722,193018227815,303.09
2018,614929312373,182833607477,336.33
2019,478992418793,270699688344,176.95
2020,824793705694,282070563258,292.41
2021,375213171049,327473041542,114.58
2022,559006120606,175463202344,318.59
2023,137283512800,132702586712,103.45
