연도,영업이익,매출액,영업이익률 (%)
2015,883088280640,951420672064,92.82
2016,1120809170524,726912778589,154.19
2017,939782249585,757013154140,124.14
2018,623919297283,844154517771,73.91
2019,257473678564,860469712389,29.92
2020,108918118710,768793134463,14.17
2021,1417968632826,1095074377840,129.49
2022,2830586753727,1128171764516,250.9
2023,1790089190805,1135016410294,157.71
