연도,영업이익,매출액,영업이익률 (%)
2015,672218933053,316075461810,212.68
2016,764684587877,370022529055,206.66
2017,894752364239,364451195435,245.51
2018,764718763710,206128547133,370.99
2019,805328836892,384481303898,209.46
2020,897387769203,447554353453,200.51
2021,1096146343693,611103946090,179.37
2022,919171130822,656018214409,140.11
2023,659935424598,603196695445,109.41
