연도,영업이익,매출액,영업이익률 (%)
2015,209654718318,320061700241,65.5
2016,178880156479,353924772597,50.54
2017,224481550757,320233446566,70.1
2018,251016488622,880616896059,28.5
2019,269385174265,835386217071,32.25
2020,272067865192,727278216406,37.41
2021,296876105378,800184075213,37.1
2022,137375904912,1161227408050,11.83
2023,-14600377588,930558967124,-1.57
