연도,영업이익,매출액,영업이익률 (%)
2015,884990087910,1130711982113,78.27
2016,1103227758751,1184360079693,93.15
2017,793431771814,1254005058087,63.27
2018,702650599990,1332681424135,52.72
2019,543964831621,1376866041544,39.51
2020,628270555481,1314383164391,47.8
2021,642192906442,1507331360493,42.6
2022,705818089039,1710111271804,41.27
2023,1327945320791,1873647481606,70.87
