연도,영업이익,매출액,영업이익률 (%)
2015,,,
2016,,,
2017,,,
2018,317930502477.0,1486794858384.0,21.38
2019,551487293833.0,1708921437441.0,32.27
2020,585721101017.0,2287586070978.0,25.6
2021,273435124620.0,2277325099308.0,12.01
2022,116379700606.0,3172728314127.0,3.67
2023,195313165155.0,2766827335159.0,7.06
