연도,영업이익,매출액,영업이익률 (%)
2015,1464141742728,2249012150413,65.1
2016,1445002081554,2371015053950,60.94
2017,1367550419719,2713559966704,50.4
2018,1026089374644,2672237219109,38.4
2019,331297506282,2694841199120,12.29
2020,73032437891,2571462745788,2.84
2021,2447503013134,3223147478603,75.94
2022,1616457125289,2714085881069,59.56
2023,798325068073,3031878244290,26.33
