연도,영업이익,매출액,영업이익률 (%)
2015,1403264000000,10177906000000,13.79
2016,5298179000000,10398471000000,50.95
2017,5861039000000,11538468000000,50.8
2018,4688117000000,10844124000000,43.23
2019,3949864000000,10377328000000,38.06
2020,-164471000000,8871416000000,-1.85
2021,4935539000000,11387442000000,43.34
2022,8004710000000,14334532000000,55.84
2023,5056378000000,13879388000000,36.43
