연도,영업이익,매출액,영업이익률 (%)
2015,211799975638,784572688731,27.0
2016,26771865368,271564512018,9.86
2017,82163675888,250330668668,32.82
2018,83573576285,183463597913,45.55
2019,103877846130,190998864429,54.39
2020,48976342021,150067904692,32.64
2021,125415874751,219998792804,57.01
2022,158090311455,180056099644,87.8
2023,220691065020,169137541834,130.48
