연도,영업이익,매출액,영업이익률 (%)
2015,,,
2016,,,
2017,,,
2018,,,
2019,,,
2020,5738000000.0,2931150000000.0,0.2
2021,768470000000.0,2914458000000.0,26.37
2022,1213719000000.0,4771846000000.0,25.43
2023,2163234000000.0,5128474000000.0,42.18
