연도,영업이익,매출액,영업이익률 (%)
2015,26413442000000,25168026000000,104.95
2016,29240672000000,24279211000000,120.44
2017,53645038000000,27695995000000,193.69
2018,58886669000000,33867733000000,173.87
2019,27768509000000,35131343000000,79.04
2020,35993876000000,30965058000000,116.24
2021,51633856000000,40713415000000,126.82
2022,43376630000000,35721563000000,121.43
2023,6566976000000,36647393000000,17.92
