연도,영업이익,매출액,영업이익률 (%)
2015,,,
2016,,,
2017,509756227599.0,291369125918.0,174.95
2018,241651480142.0,182257156136.0,132.59
2019,202652419951.0,147074606157.0,137.79
2020,272046487017.0,181819505676.0,149.62
2021,151024628649.0,201551253933.0,74.93
2022,-108688598689.0,189638546842.0,-57.31
2023,-68468184309.0,254591232044.0,-26.89
