연도,영업이익,매출액,영업이익률 (%)
2015,1979564947000,3477224150000,56.93
2016,3228337172000,3936959472000,82.0
2017,3234369756000,4821306591000,67.08
2018,2117589790000,4459724118000,47.48
2019,1269292250000,4138301739000,30.67
2020,-2568795615000,2506203681000,-102.5
2021,1754170704000,4248696216000,41.29
2022,3917340789000,6278785828000,62.39
2023,1903886320000,11496414000,16560.7
