연도,영업이익,매출액,영업이익률 (%)
2015,1581778000000,994285000000,159.09
2016,1754224000000,1440677000000,121.76
2017,2071234000000,1368513000000,151.35
2018,2209837000000,1577970000000,140.04
2019,2033142000000,1313084000000,154.84
2020,920569000000,1513235000000,60.83
2021,2640272000000,2372909000000,111.27
2022,5005127000000,2558032000000,195.66
2023,3721802000000,2631787000000,141.42
