연도,영업이익,매출액,영업이익률 (%)
2015,698026757210,1672256599899,41.74
2016,728791166248,1979948831571,36.81
2017,727070498474,1988538567001,36.56
2018,710140105666,1992607563362,35.64
2019,876537578535,2200574896595,39.83
2020,662150585636,2165192475154,30.58
2021,1126245705403,2579218047511,43.67
2022,1798516596130,3101947683805,57.98
2023,1554032510087,2867561578869,54.19
