연도,영업이익,매출액,영업이익률 (%)
2015,,,
2016,,,
2017,,204493252994.0,
2018,45733649359.0,195942079590.0,23.34
2019,80337817855.0,171327000317.0,46.89
2020,106282993816.0,233192607955.0,45.58
2021,555185910439.0,366865111272.0,151.33
2022,230480673367.0,260401304200.0,88.51
2023,83302487079.0,180433383225.0,46.17
