연도,영업이익,매출액,영업이익률 (%)
2015,-59832025818,1203289301635,-4.97
2016,-926332633992,1046794723821,-88.49
2017,116894786518,1218252689424,9.6
2018,714970606151,1851185858690,38.62
2019,462176462269,2015345598328,22.93
2020,671335358424,1870381153317,35.89
2021,1067575600497,2195425598789,48.63
2022,1808013013202,2933814798893,61.63
2023,1633368964768,3402869054756,48.0
