연도,영업이익,매출액,영업이익률 (%)
2015,,,
2016,,,
2017,,,
2018,,,
2019,,,
2020,,,
2021,639639249890.0,530729986601.0,120.52
2022,751606569542.0,525559384394.0,143.01
2023,768045608970.0,700401192806.0,109.66
