연도,영업이익,매출액,영업이익률 (%)
2015,44749505444,57383584921,77.98
2016,20931952816,80388917668,26.04
2017,40830361150,92726630264,44.03
2018,24869120777,97039690683,25.63
2019,5936343406,88143088067,6.73
2020,-114866698486,9315224561,-1233.11
2021,-127293510463,11253910737,-1131.1
2022,195096755,39362975416,0.5
2023,34047986427,61769324892,55.12
