연도,영업이익,매출액,영업이익률 (%)
2015,1137986000000,2200006000000,51.73
2016,1344692000000,2551435000000,52.7
2017,2185820000000,3023304000000,72.3
2018,1963803000000,2755238000000,71.28
2019,1024098000000,1450939000000,70.58
2020,1702238000000,1313668000000,129.58
2021,2460104000000,1133381000000,217.06
2022,1941380000000,1413798000000,137.32
2023,1589013000000,1564483000000,101.57
