연도,영업이익,매출액,영업이익률 (%)
2015,,,
2016,,,
2017,,,
2018,,,
2019,,,
2020,292786554082.0,217932307826.0,134.35
2021,537309408072.0,366330684127.0,146.67
2022,983627394377.0,732839221107.0,134.22
2023,1113680009715.0,679354410912.0,163.93
