연도,영업이익,매출액,영업이익률 (%)
2015,35934351724,141958057217,25.31
2016,52615998585,187129539809,28.12
2017,35140124481,237773758531,14.78
2018,52337973702,307125055137,17.04
2019,53995136812,299678757711,18.02
2020,66641426851,297645008114,22.39
2021,122599910142,349979562147,35.03
2022,53100853848,302757293212,17.54
2023,115685779856,271522375821,42.61
