연도,영업이익,매출액,영업이익률 (%)
2015,,,
2016,,,
2017,107426612765.0,1178378412.0,9116.48
2018,282175028930.0,834214248.0,33825.25
2019,327588745357.0,16409268830.0,1996.36
2020,376122012796.0,16467801982.0,2283.98
2021,372909907402.0,17060469157.0,2185.81
2022,466654503027.0,203103219301.0,229.76
2023,492391149504.0,191028999866.0,257.76
