연도,영업이익,매출액,영업이익률 (%)
2015,772909945489,279858926536,276.18
2016,848103454099,294456288751,288.02
2017,596399136908,324664570187,183.7
2018,481980827939,286688931692,168.12
2019,427834596504,365884445662,116.93
2020,143009119307,283770117119,50.4
2021,343357809050,295769466239,116.09
2022,214233255761,285104514893,75.14
2023,108171257062,292900370185,36.93
