연도,영업이익,매출액,영업이익률 (%)
2015,2934571000000,6346334000000,46.24
2016,2904692000000,7252741000000,40.05
2017,2024929000000,6234130000000,32.48
2018,2024957000000,6662423000000,30.39
2019,2359257000000,7125380000000,33.11
2020,1830292000000,8111354000000,22.56
2021,2040112000000,8112515000000,25.15
2022,2026531000000,10164263000000,19.94
2023,2295284000000,10134237000000,22.65
